id,return_number,order_id,customer_id,received_at_location_id,status,reason,total_refund_amount,created_at,updated_at
939,RT-000939,6748,129,6,completed,Tamanho/cor incorretos,7182.76,2022-12-31 11:35:25,2022-12-31 11:35:25
940,RT-000940,17317,1811,5,completed,Item não corresponde à descrição,1350.67,2026-01-24 19:23:51,2026-01-24 19:23:51
941,RT-000941,41434,782,2,completed,Compra duplicada,711.87,2026-12-08 13:19:26,2026-12-08 13:19:26
942,RT-000942,19866,1082,2,completed,Tamanho/cor incorretos,8231.16,2024-11-26 00:49:34,2024-11-26 00:49:34
943,RT-000943,21217,73,1,completed,Tamanho/cor incorretos,8918.91,2025-12-15 01:32:31,2025-12-15 01:32:31
944,RT-000944,3443,1881,3,completed,Compra duplicada,2540.41,2025-08-26 22:35:21,2025-08-26 22:35:21
945,RT-000945,19485,501,1,open,Cliente desistiu da compra,39249.92,2024-05-31 10:11:25,2024-05-31 10:11:25
946,RT-000946,8641,1683,4,completed,Produto avariado no transporte,12787.40,2023-03-26 19:29:43,2023-03-26 19:29:43
947,RT-000947,15826,781,4,completed,Item não corresponde à descrição,6358.76,2026-10-07 02:29:06,2026-10-07 02:29:06
948,RT-000948,17690,810,4,completed,Produto avariado no transporte,3513.40,2022-09-19 18:07:44,2022-09-19 18:07:44
949,RT-000949,14937,226,2,completed,Produto avariado no transporte,2776.28,2027-01-09 14:52:13,2027-01-09 14:52:13
950,RT-000950,1965,1921,5,completed,Tamanho/cor incorretos,2222.02,2026-02-23 01:46:24,2026-02-23 01:46:24
951,RT-000951,11027,1702,6,cancelled,Produto avariado no transporte,1696.35,2024-06-18 21:30:38,2024-06-18 21:30:38
952,RT-000952,37578,744,3,cancelled,Produto avariado no transporte,1561.84,2026-08-28 17:03:50,2026-08-28 17:03:50
953,RT-000953,22514,1188,6,open,Compra duplicada,12999.22,2023-11-29 11:00:22,2023-11-29 11:00:22
954,RT-000954,8385,958,6,completed,Compra duplicada,6398.04,2025-01-20 11:25:51,2025-01-20 11:25:51
955,RT-000955,40913,131,5,completed,Cliente desistiu da compra,0.00,2025-01-27 06:07:03,2025-01-27 06:07:03
956,RT-000956,46037,1097,1,completed,Cliente desistiu da compra,0.00,2024-12-29 11:00:40,2024-12-29 11:00:40
957,RT-000957,46491,774,5,completed,Produto com defeito de fábrica,3157.67,2022-12-04 17:06:06,2022-12-04 17:06:06
958,RT-000958,36044,1002,4,completed,Tamanho/cor incorretos,13481.85,2025-02-21 11:47:12,2025-02-21 11:47:12
959,RT-000959,47526,1080,4,completed,Produto com defeito de fábrica,0.00,2024-04-11 15:36:58,2024-04-11 15:36:58
960,RT-000960,15408,949,3,completed,Produto avariado no transporte,151.29,2024-05-27 15:20:48,2024-05-27 15:20:48
961,RT-000961,4726,600,6,completed,Produto com defeito de fábrica,1371.04,2024-06-18 11:37:16,2024-06-18 11:37:16
962,RT-000962,14576,786,4,completed,Produto com defeito de fábrica,27170.17,2026-12-05 00:09:50,2026-12-05 00:09:50
963,RT-000963,7618,309,4,cancelled,Tamanho/cor incorretos,1260.21,2020-03-17 19:43:00,2020-03-17 19:43:00
964,RT-000964,6141,1845,3,completed,Produto com defeito de fábrica,4880.46,2022-08-13 18:30:40,2022-08-13 18:30:40
965,RT-000965,12727,1926,4,completed,Tamanho/cor incorretos,1408.72,2024-03-07 16:58:50,2024-03-07 16:58:50
966,RT-000966,6414,1092,5,completed,Produto avariado no transporte,2845.64,2020-09-27 10:42:20,2020-09-27 10:42:20
967,RT-000967,40358,88,4,open,Compra duplicada,7963.85,2024-12-12 20:00:07,2024-12-12 20:00:07
968,RT-000968,22531,733,1,open,Cliente desistiu da compra,0.00,2025-05-01 05:52:52,2025-05-01 05:52:52
969,RT-000969,37548,813,3,completed,Cliente desistiu da compra,1260.21,2022-02-11 23:25:32,2022-02-11 23:25:32
970,RT-000970,13149,1931,4,completed,Tamanho/cor incorretos,15748.83,2022-02-14 03:39:38,2022-02-14 03:39:38
971,RT-000971,44234,1422,4,completed,Cliente desistiu da compra,0.00,2026-08-13 11:27:48,2026-08-13 11:27:48
972,RT-000972,36130,817,6,completed,Item não corresponde à descrição,0.00,2022-05-20 21:53:45,2022-05-20 21:53:45
973,RT-000973,4523,1399,2,completed,Item não corresponde à descrição,7795.16,2025-05-25 12:15:35,2025-05-25 12:15:35
974,RT-000974,42587,1898,6,completed,Cliente desistiu da compra,12281.28,2021-12-12 14:37:15,2021-12-12 14:37:15
975,RT-000975,21061,1439,2,completed,Item não corresponde à descrição,2546.56,2022-01-16 07:13:11,2022-01-16 07:13:11
976,RT-000976,43763,1347,3,completed,Cliente desistiu da compra,7587.75,2020-03-09 21:07:33,2020-03-09 21:07:33
977,RT-000977,26074,1850,5,open,Compra duplicada,16761.90,2026-03-26 18:45:46,2026-03-26 18:45:46
978,RT-000978,45483,924,6,completed,Compra duplicada,3516.69,2022-09-13 08:49:50,2022-09-13 08:49:50
979,RT-000979,12263,1555,4,completed,Produto com defeito de fábrica,2535.80,2026-01-23 09:38:52,2026-01-23 09:38:52
980,RT-000980,27221,399,3,completed,Compra duplicada,3084.28,2020-06-05 01:35:04,2020-06-05 01:35:04
981,RT-000981,11302,945,1,completed,Item não corresponde à descrição,406.78,2025-02-06 06:32:01,2025-02-06 06:32:01
982,RT-000982,5746,1272,3,completed,Produto com defeito de fábrica,9637.12,2024-11-09 03:10:18,2024-11-09 03:10:18
983,RT-000983,16392,1425,3,completed,Produto avariado no transporte,11579.64,2022-04-10 20:22:37,2022-04-10 20:22:37
984,RT-000984,43118,1084,2,completed,Compra duplicada,1285.04,2020-02-24 14:55:23,2020-02-24 14:55:23
985,RT-000985,24109,405,4,cancelled,Produto com defeito de fábrica,1970.92,2022-10-17 18:09:36,2022-10-17 18:09:36
986,RT-000986,19984,1634,2,completed,Produto avariado no transporte,1178.62,2022-04-13 22:33:40,2022-04-13 22:33:40
987,RT-000987,19775,181,2,completed,Produto avariado no transporte,2620.26,2021-02-22 10:16:21,2021-02-22 10:16:21
988,RT-000988,17508,658,5,completed,Item não corresponde à descrição,6657.60,2025-07-01 00:41:20,2025-07-01 00:41:20
989,RT-000989,43726,1775,1,completed,Compra duplicada,1354.02,2023-02-13 11:19:08,2023-02-13 11:19:08
990,RT-000990,24493,831,2,completed,Tamanho/cor incorretos,3751.57,2025-02-21 13:49:59,2025-02-21 13:49:59
991,RT-000991,7410,1823,4,completed,Compra duplicada,2824.81,2021-05-27 18:20:09,2021-05-27 18:20:09
992,RT-000992,45568,939,6,completed,Compra duplicada,643.62,2022-04-25 20:37:34,2022-04-25 20:37:34
993,RT-000993,22918,914,3,open,Item não corresponde à descrição,2327.76,2026-01-23 13:39:21,2026-01-23 13:39:21
994,RT-000994,39612,1704,2,completed,Item não corresponde à descrição,5054.20,2020-02-02 17:21:31,2020-02-02 17:21:31
995,RT-000995,338,439,6,completed,Produto com defeito de fábrica,4815.54,2026-08-06 10:55:39,2026-08-06 10:55:39
997,RT-000997,49768,350,5,completed,,35214.07,2026-07-26 12:06:30,2026-07-26 12:06:30
998,RT-000998,46421,803,6,completed,Produto avariado no transporte,0.00,2021-03-27 06:47:49,2021-03-27 06:47:49
999,RT-000999,16545,1613,5,completed,Item não corresponde à descrição,3541.34,2020-01-31 00:21:46,2020-01-31 00:21:46
1000,RT-001000,1205,1777,4,completed,Item não corresponde à descrição,1711.49,2025-05-16 04:42:39,2025-05-16 04:42:39
