id,po_number,supplier_id,buyer_id,destination_location_id,status,currency,subtotal,total,placed_at,expected_delivery_at,created_at,updated_at
183,PO-000183,5,13,3,received,BRL,7344.31,7344.31,2020-10-14 18:24:09,2020-11-24,2020-10-14 18:24:09,2020-10-14 18:24:09
184,PO-000184,9,13,5,sent,BRL,16473.10,16473.10,2023-09-05 10:51:56,2023-11-03,2023-09-05 10:51:56,2023-09-05 10:51:56
185,PO-000185,20,5,4,partially_received,BRL,97011.14,97011.14,2024-04-21 14:29:09,,2024-04-21 14:29:09,2024-04-21 14:29:09
186,PO-000186,25,13,3,received,BRL,130330.73,130330.73,2026-09-01 14:59:38,2026-09-15,2026-09-01 14:59:38,2026-09-01 14:59:38
187,PO-000187,23,13,3,received,BRL,71465.81,71465.81,2025-05-27 09:43:11,2025-06-06,2025-05-27 09:43:11,2025-05-27 09:43:11
188,PO-000188,12,5,2,received,BRL,53796.00,53796.00,2020-09-10 09:42:09,2020-11-04,2020-09-10 09:42:09,2020-09-10 09:42:09
189,PO-000189,6,5,1,received,BRL,211092.98,211092.98,2026-02-13 16:58:05,2026-03-31,2026-02-13 16:58:05,2026-02-13 16:58:05
190,PO-000190,7,13,2,partially_received,BRL,77990.40,77990.40,2024-11-04 22:53:17,2024-11-09,2024-11-04 22:53:17,2024-11-04 22:53:17
191,PO-000191,14,5,6,partially_received,BRL,109006.71,109006.71,2026-10-08 08:42:14,2026-11-30,2026-10-08 08:42:14,2026-10-08 08:42:14
192,PO-000192,16,5,5,received,BRL,100794.21,100794.21,2023-11-25 03:59:08,2023-12-30,2023-11-25 03:59:08,2023-11-25 03:59:08
193,PO-000193,10,13,3,received,BRL,136894.28,136894.28,2021-11-09 09:59:57,2021-12-05,2021-11-09 09:59:57,2021-11-09 09:59:57
194,PO-000194,4,13,1,cancelled,BRL,89773.87,89773.87,2024-11-11 16:11:22,2024-12-07,2024-11-11 16:11:22,2024-11-11 16:11:22
195,PO-000195,9,13,1,partially_received,BRL,60302.74,60302.74,2020-07-18 17:02:25,2020-09-10,2020-07-18 17:02:25,2020-07-18 17:02:25
196,PO-000196,16,13,5,received,BRL,100483.52,100483.52,2026-10-04 02:39:15,2026-11-04,2026-10-04 02:39:15,2026-10-04 02:39:15
197,PO-000197,13,5,2,partially_received,BRL,60110.25,60110.25,2024-10-10 19:24:45,2024-11-30,2024-10-10 19:24:45,2024-10-10 19:24:45
198,PO-000198,14,13,3,draft,BRL,22349.90,22349.90,2021-12-16 22:33:13,2022-02-02,2021-12-16 22:33:13,2021-12-16 22:33:13
199,PO-000199,25,13,1,partially_received,BRL,58683.56,58683.56,2020-08-14 09:48:11,2020-09-04,2020-08-14 09:48:11,2020-08-14 09:48:11
200,PO-000200,9,5,2,received,BRL,42964.94,42964.94,2021-02-09 04:40:47,2021-02-28,2021-02-09 04:40:47,2021-02-09 04:40:47
201,PO-000201,10,5,2,received,BRL,58684.29,58684.29,2026-12-24 19:14:04,2027-01-01,2026-12-24 19:14:04,2026-12-24 19:14:04
202,PO-000202,16,5,6,cancelled,BRL,73656.07,73656.07,2025-05-23 05:29:19,2025-05-30,2025-05-23 05:29:19,2025-05-23 05:29:19
203,PO-000203,24,5,5,partially_received,BRL,11282.57,11282.57,2025-08-05 09:44:29,2025-09-30,2025-08-05 09:44:29,2025-08-05 09:44:29
204,PO-000204,14,13,5,received,BRL,90956.81,90956.81,2025-07-24 13:17:57,2025-09-02,2025-07-24 13:17:57,2025-07-24 13:17:57
205,PO-000205,3,13,1,partially_received,BRL,75543.02,75543.02,2021-09-23 01:09:22,,2021-09-23 01:09:22,2021-09-23 01:09:22
206,PO-000206,9,13,1,received,BRL,54766.24,54766.24,2020-11-20 09:06:49,2021-01-07,2020-11-20 09:06:49,2020-11-20 09:06:49
207,PO-000207,4,5,6,received,BRL,145401.77,145401.77,2024-10-24 04:21:02,2024-11-18,2024-10-24 04:21:02,2024-10-24 04:21:02
208,PO-000208,1,5,5,partially_received,BRL,95977.38,95977.38,2026-09-28 01:54:08,2026-10-29,2026-09-28 01:54:08,2026-09-28 01:54:08
209,PO-000209,5,13,6,sent,BRL,14429.30,14429.30,2023-07-07 15:51:45,2023-08-12,2023-07-07 15:51:45,2023-07-07 15:51:45
210,PO-000210,19,5,4,cancelled,BRL,164311.42,164311.42,2024-08-24 02:13:28,2024-09-11,2024-08-24 02:13:28,2024-08-24 02:13:28
211,PO-000211,25,13,5,received,BRL,74826.12,74826.12,2026-07-18 13:59:03,2026-08-05,2026-07-18 13:59:03,2026-07-18 13:59:03
212,PO-000212,21,13,3,received,BRL,97399.70,97399.70,2021-09-01 00:13:05,2021-09-18,2021-09-01 00:13:05,2021-09-01 00:13:05
213,PO-000213,2,5,1,draft,BRL,59820.93,59820.93,2026-11-17 07:41:48,2026-11-20,2026-11-17 07:41:48,2026-11-17 07:41:48
214,PO-000214,24,13,6,received,BRL,35543.97,35543.97,2022-01-01 12:54:00,2022-02-22,2022-01-01 12:54:00,2022-01-01 12:54:00
215,PO-000215,8,13,2,sent,EUR,68683.68,68683.68,2026-11-02 05:31:42,2026-12-27,2026-11-02 05:31:42,2026-11-02 05:31:42
216,PO-000216,14,13,5,received,BRL,112315.33,112315.33,2025-01-17 20:02:56,2025-03-13,2025-01-17 20:02:56,2025-01-17 20:02:56
217,PO-000217,9,13,3,partially_received,BRL,128450.61,128450.61,2026-03-05 13:51:52,,2026-03-05 13:51:52,2026-03-05 13:51:52
218,PO-000218,20,13,5,received,BRL,135719.41,135719.41,2022-10-24 22:51:43,,2022-10-24 22:51:43,2022-10-24 22:51:43
219,PO-000219,24,5,2,received,BRL,148989.31,148989.31,2022-08-05 13:12:47,2022-10-01,2022-08-05 13:12:47,2022-08-05 13:12:47
220,PO-000220,5,13,5,draft,BRL,136636.89,136636.89,2021-02-02 17:59:18,2021-02-06,2021-02-02 17:59:18,2021-02-02 17:59:18
221,PO-000221,1,5,2,partially_received,BRL,138043.34,138043.34,2025-11-19 17:50:35,2026-01-09,2025-11-19 17:50:35,2025-11-19 17:50:35
222,PO-000222,10,13,6,partially_received,BRL,50672.89,50672.89,2026-11-04 04:05:20,,2026-11-04 04:05:20,2026-11-04 04:05:20
223,PO-000223,22,5,5,partially_received,BRL,200326.65,200326.65,2024-11-09 13:56:41,,2024-11-09 13:56:41,2024-11-09 13:56:41
224,PO-000224,6,5,4,received,BRL,87090.46,87090.46,2023-06-19 21:28:56,2023-07-11,2023-06-19 21:28:56,2023-06-19 21:28:56
225,PO-000225,4,5,2,partially_received,BRL,185056.69,185056.69,2026-10-19 03:39:34,2026-11-10,2026-10-19 03:39:34,2026-10-19 03:39:34
226,PO-000226,24,5,3,received,BRL,225644.46,225644.46,2022-10-23 04:57:05,2022-11-30,2022-10-23 04:57:05,2022-10-23 04:57:05
227,PO-000227,10,13,4,received,BRL,179358.19,179358.19,2026-10-30 18:13:38,2026-11-22,2026-10-30 18:13:38,2026-10-30 18:13:38
228,PO-000228,5,5,4,received,BRL,114953.76,114953.76,2026-12-06 05:14:54,2026-12-19,2026-12-06 05:14:54,2026-12-06 05:14:54
229,PO-000229,16,5,5,sent,BRL,45112.96,45112.96,2024-07-12 22:19:24,2024-07-16,2024-07-12 22:19:24,2024-07-12 22:19:24
230,PO-000230,20,13,2,partially_received,BRL,99706.03,99706.03,2026-08-04 04:47:25,2026-09-22,2026-08-04 04:47:25,2026-08-04 04:47:25
231,PO-000231,23,5,2,sent,BRL,53868.08,53868.08,2025-12-04 20:37:08,2026-01-17,2025-12-04 20:37:08,2025-12-04 20:37:08
232,PO-000232,25,13,2,partially_received,BRL,95897.94,95897.94,2022-10-22 20:58:52,2022-10-30,2022-10-22 20:58:52,2022-10-22 20:58:52
233,PO-000233,12,13,5,received,USD,118849.85,118849.85,2023-01-18 20:38:12,2023-02-15,2023-01-18 20:38:12,2023-01-18 20:38:12
234,PO-000234,3,5,4,sent,BRL,39663.67,39663.67,2024-11-30 12:05:08,,2024-11-30 12:05:08,2024-11-30 12:05:08
235,PO-000235,16,5,3,received,BRL,43410.15,43410.15,2026-01-20 22:35:19,,2026-01-20 22:35:19,2026-01-20 22:35:19
236,PO-000236,15,13,6,received,BRL,1580.48,1580.48,2025-02-11 00:56:54,2025-02-18,2025-02-11 00:56:54,2025-02-11 00:56:54
237,PO-000237,1,13,2,received,BRL,47667.96,47667.96,2023-10-12 17:11:40,2023-11-26,2023-10-12 17:11:40,2023-10-12 17:11:40
238,PO-000238,6,13,1,received,BRL,69198.11,69198.11,2021-10-27 11:32:29,2021-12-10,2021-10-27 11:32:29,2021-10-27 11:32:29
239,PO-000239,5,5,5,sent,BRL,114039.48,114039.48,2026-11-02 08:01:45,2026-12-23,2026-11-02 08:01:45,2026-11-02 08:01:45
240,PO-000240,5,5,4,sent,BRL,113285.90,113285.90,2026-11-16 03:46:19,2026-11-29,2026-11-16 03:46:19,2026-11-16 03:46:19
241,PO-000241,20,13,3,received,BRL,149266.03,149266.03,2022-09-30 01:53:32,2022-11-20,2022-09-30 01:53:32,2022-09-30 01:53:32
242,PO-000242,9,13,3,received,BRL,31059.64,31059.64,2024-03-11 18:01:24,2024-04-25,2024-03-11 18:01:24,2024-03-11 18:01:24
243,PO-000243,15,5,5,partially_received,BRL,24336.67,24336.67,2021-09-09 10:56:03,,2021-09-09 10:56:03,2021-09-09 10:56:03
244,PO-000244,14,5,5,received,BRL,20905.50,20905.50,2025-10-05 04:07:16,,2025-10-05 04:07:16,2025-10-05 04:07:16
245,PO-000245,8,13,4,received,BRL,167967.20,167967.20,2020-03-17 16:07:28,2020-05-03,2020-03-17 16:07:28,2020-03-17 16:07:28
246,PO-000246,2,13,4,received,BRL,183988.19,183988.19,2025-10-20 08:01:33,2025-11-28,2025-10-20 08:01:33,2025-10-20 08:01:33
247,PO-000247,8,13,1,partially_received,USD,155175.82,155175.82,2023-07-02 14:44:27,2023-08-23,2023-07-02 14:44:27,2023-07-02 14:44:27
248,PO-000248,21,5,5,sent,BRL,84352.86,84352.86,2024-02-07 18:52:14,2024-02-23,2024-02-07 18:52:14,2024-02-07 18:52:14
249,PO-000249,25,5,1,partially_received,BRL,78655.72,78655.72,2020-07-30 17:39:14,2020-08-26,2020-07-30 17:39:14,2020-07-30 17:39:14
250,PO-000250,1,5,4,received,BRL,155023.41,155023.41,2023-03-26 20:32:55,2023-04-06,2023-03-26 20:32:55,2023-03-26 20:32:55
251,PO-000251,22,13,5,received,BRL,107001.67,107001.67,2025-11-03 01:24:04,,2025-11-03 01:24:04,2025-11-03 01:24:04
252,PO-000252,12,13,3,draft,EUR,196523.72,196523.72,2023-06-25 08:34:37,2023-07-27,2023-06-25 08:34:37,2023-06-25 08:34:37
253,PO-000253,3,5,5,received,BRL,13362.46,13362.46,2026-11-08 12:04:13,2026-12-22,2026-11-08 12:04:13,2026-11-08 12:04:13
254,PO-000254,5,13,4,partially_received,BRL,1042.21,1042.21,2024-11-30 06:59:21,2024-12-14,2024-11-30 06:59:21,2024-11-30 06:59:21
255,PO-000255,20,5,4,received,BRL,76685.26,76685.26,2022-10-23 01:20:56,,2022-10-23 01:20:56,2022-10-23 01:20:56
256,PO-000256,8,5,5,partially_received,USD,4360.15,4360.15,2026-08-29 08:54:31,,2026-08-29 08:54:31,2026-08-29 08:54:31
257,PO-000257,16,13,5,received,BRL,47125.55,47125.55,2026-04-22 01:32:17,2026-05-06,2026-04-22 01:32:17,2026-04-22 01:32:17
258,PO-000258,15,13,2,received,BRL,78029.96,78029.96,2021-09-26 11:09:04,2021-09-29,2021-09-26 11:09:04,2021-09-26 11:09:04
259,PO-000259,3,13,6,received,BRL,97930.25,97930.25,2025-12-30 03:25:47,2026-01-30,2025-12-30 03:25:47,2025-12-30 03:25:47
260,PO-000260,3,5,4,cancelled,BRL,117643.08,117643.08,2022-07-17 15:29:55,2022-08-18,2022-07-17 15:29:55,2022-07-17 15:29:55
261,PO-000261,14,5,4,draft,BRL,104234.30,104234.30,2024-11-22 12:43:15,2024-12-11,2024-11-22 12:43:15,2024-11-22 12:43:15
262,PO-000262,23,13,6,received,BRL,107663.34,107663.34,2026-08-05 04:02:23,2026-09-05,2026-08-05 04:02:23,2026-08-05 04:02:23
263,PO-000263,7,13,2,received,BRL,5566.96,5566.96,2024-04-21 23:07:57,2024-05-24,2024-04-21 23:07:57,2024-04-21 23:07:57
264,PO-000264,25,5,2,received,BRL,90108.04,90108.04,2024-08-27 03:33:42,2024-09-28,2024-08-27 03:33:42,2024-08-27 03:33:42
265,PO-000265,23,13,5,sent,BRL,40990.94,40990.94,2026-09-30 09:16:32,2026-11-22,2026-09-30 09:16:32,2026-09-30 09:16:32
266,PO-000266,21,5,5,sent,BRL,54877.62,54877.62,2022-01-10 08:58:13,2022-03-11,2022-01-10 08:58:13,2022-01-10 08:58:13
267,PO-000267,17,5,6,received,BRL,58842.92,58842.92,2024-09-18 12:34:45,2024-10-12,2024-09-18 12:34:45,2024-09-18 12:34:45
268,PO-000268,13,5,1,received,BRL,107495.62,107495.62,2024-12-05 01:10:06,2024-12-19,2024-12-05 01:10:06,2024-12-05 01:10:06
269,PO-000269,10,13,6,received,BRL,84031.24,84031.24,2022-07-26 16:52:23,2022-09-15,2022-07-26 16:52:23,2022-07-26 16:52:23
270,PO-000270,23,13,1,received,BRL,212404.48,212404.48,2025-11-13 02:30:46,2025-12-10,2025-11-13 02:30:46,2025-11-13 02:30:46
271,PO-000271,10,13,1,received,BRL,44230.75,44230.75,2026-02-25 23:36:59,,2026-02-25 23:36:59,2026-02-25 23:36:59
272,PO-000272,23,5,1,received,BRL,111476.96,111476.96,2020-04-21 04:00:59,2020-05-19,2020-04-21 04:00:59,2020-04-21 04:00:59
273,PO-000273,14,5,5,received,BRL,184122.03,184122.03,2025-12-06 01:52:25,2026-01-05,2025-12-06 01:52:25,2025-12-06 01:52:25
274,PO-000274,13,5,4,received,BRL,95212.65,95212.65,2023-02-26 02:40:53,2023-03-21,2023-02-26 02:40:53,2023-02-26 02:40:53
275,PO-000275,7,13,6,received,BRL,20441.52,20441.52,2021-10-28 14:58:41,2021-12-23,2021-10-28 14:58:41,2021-10-28 14:58:41
276,PO-000276,1,13,3,partially_received,BRL,12524.16,12524.16,2026-07-11 02:38:36,2026-08-04,2026-07-11 02:38:36,2026-07-11 02:38:36
277,PO-000277,10,13,6,draft,BRL,80537.51,80537.51,2023-09-26 19:48:07,2023-10-20,2023-09-26 19:48:07,2023-09-26 19:48:07
278,PO-000278,9,13,2,received,BRL,50434.95,50434.95,2023-06-26 17:45:11,2023-08-23,2023-06-26 17:45:11,2023-06-26 17:45:11
279,PO-000279,11,5,6,partially_received,BRL,40711.12,40711.12,2026-11-10 19:32:39,,2026-11-10 19:32:39,2026-11-10 19:32:39
280,PO-000280,24,5,1,received,BRL,99570.30,99570.30,2025-12-23 03:21:33,2026-01-23,2025-12-23 03:21:33,2025-12-23 03:21:33
281,PO-000281,24,5,5,received,BRL,15119.80,15119.80,2021-01-04 20:25:46,2021-01-29,2021-01-04 20:25:46,2021-01-04 20:25:46
282,PO-000282,20,13,6,received,BRL,145821.68,145821.68,2024-11-22 09:30:06,2025-01-15,2024-11-22 09:30:06,2024-11-22 09:30:06
283,PO-000283,16,13,4,received,BRL,88164.86,88164.86,2023-04-17 23:06:39,2023-05-13,2023-04-17 23:06:39,2023-04-17 23:06:39
284,PO-000284,2,5,6,received,BRL,34010.00,34010.00,2023-07-31 10:08:39,2023-09-15,2023-07-31 10:08:39,2023-07-31 10:08:39
285,PO-000285,1,13,6,received,BRL,47683.92,47683.92,2024-10-07 06:55:12,2024-11-08,2024-10-07 06:55:12,2024-10-07 06:55:12
286,PO-000286,13,13,4,sent,BRL,1408.84,1408.84,2026-07-25 04:57:36,2026-08-27,2026-07-25 04:57:36,2026-07-25 04:57:36
287,PO-000287,23,5,3,received,BRL,38223.67,38223.67,2023-03-10 04:14:24,2023-04-26,2023-03-10 04:14:24,2023-03-10 04:14:24
288,PO-000288,14,13,6,cancelled,BRL,134302.10,134302.10,2022-08-14 13:57:02,2022-10-05,2022-08-14 13:57:02,2022-08-14 13:57:02
289,PO-000289,5,5,6,sent,BRL,65499.77,65499.77,2026-12-31 10:39:20,,2026-12-31 10:39:20,2026-12-31 10:39:20
290,PO-000290,2,5,3,received,BRL,44795.92,44795.92,2025-12-26 07:21:29,2026-02-16,2025-12-26 07:21:29,2025-12-26 07:21:29
291,PO-000291,24,13,3,received,BRL,73476.94,73476.94,2026-12-21 07:47:17,2027-01-19,2026-12-21 07:47:17,2026-12-21 07:47:17
292,PO-000292,3,13,6,partially_received,BRL,60324.93,60324.93,2022-08-12 14:05:28,2022-08-23,2022-08-12 14:05:28,2022-08-12 14:05:28
293,PO-000293,5,13,4,received,BRL,115362.82,115362.82,2026-03-25 09:05:25,2026-05-17,2026-03-25 09:05:25,2026-03-25 09:05:25
294,PO-000294,19,5,5,received,BRL,115525.16,115525.16,2022-09-10 04:23:48,2022-11-05,2022-09-10 04:23:48,2022-09-10 04:23:48
295,PO-000295,19,13,6,received,BRL,119662.18,119662.18,2020-01-12 18:31:41,,2020-01-12 18:31:41,2020-01-12 18:31:41
296,PO-000296,11,13,1,received,BRL,35403.20,35403.20,2022-07-20 19:56:54,2022-09-18,2022-07-20 19:56:54,2022-07-20 19:56:54
297,PO-000297,22,5,3,partially_received,BRL,129228.94,129228.94,2022-08-22 12:39:14,2022-09-03,2022-08-22 12:39:14,2022-08-22 12:39:14
298,PO-000298,2,13,3,received,BRL,86370.58,86370.58,2023-10-21 21:42:33,2023-12-19,2023-10-21 21:42:33,2023-10-21 21:42:33
299,PO-000299,25,5,4,draft,BRL,69367.77,69367.77,2024-12-21 06:56:51,2025-01-16,2024-12-21 06:56:51,2024-12-21 06:56:51
300,PO-000300,14,13,6,partially_received,BRL,8006.96,8006.96,2024-07-31 15:25:40,2024-09-19,2024-07-31 15:25:40,2024-07-31 15:25:40
301,PO-000301,20,13,3,received,BRL,72707.44,72707.44,2021-06-01 21:01:02,2021-06-15,2021-06-01 21:01:02,2021-06-01 21:01:02
302,PO-000302,22,5,2,received,BRL,78686.08,78686.08,2023-09-13 11:03:52,2023-10-29,2023-09-13 11:03:52,2023-09-13 11:03:52
303,PO-000303,25,5,2,received,BRL,141718.77,141718.77,2022-02-07 05:49:22,2022-03-20,2022-02-07 05:49:22,2022-02-07 05:49:22
304,PO-000304,19,5,6,received,BRL,185278.67,185278.67,2023-10-26 15:09:33,2023-11-01,2023-10-26 15:09:33,2023-10-26 15:09:33
305,PO-000305,17,13,6,received,BRL,23539.06,23539.06,2023-10-26 19:29:15,2023-11-18,2023-10-26 19:29:15,2023-10-26 19:29:15
306,PO-000306,16,5,5,sent,BRL,24721.02,24721.02,2026-09-17 21:46:57,2026-10-08,2026-09-17 21:46:57,2026-09-17 21:46:57
307,PO-000307,16,5,6,received,BRL,139611.49,139611.49,2023-01-31 22:30:43,,2023-01-31 22:30:43,2023-01-31 22:30:43
308,PO-000308,7,5,5,received,BRL,23412.72,23412.72,2022-01-27 22:55:28,2022-02-20,2022-01-27 22:55:28,2022-01-27 22:55:28
309,PO-000309,21,13,4,draft,BRL,36608.00,36608.00,2025-09-26 15:06:44,2025-10-15,2025-09-26 15:06:44,2025-09-26 15:06:44
310,PO-000310,14,5,2,cancelled,BRL,118442.53,118442.53,2022-12-09 20:07:56,,2022-12-09 20:07:56,2022-12-09 20:07:56
311,PO-000311,3,5,2,sent,BRL,47318.61,47318.61,2023-06-15 13:46:24,2023-07-05,2023-06-15 13:46:24,2023-06-15 13:46:24
312,PO-000312,24,5,6,partially_received,BRL,106065.33,106065.33,2021-08-28 15:44:52,2021-10-09,2021-08-28 15:44:52,2021-08-28 15:44:52
313,PO-000313,15,13,2,received,BRL,112585.13,112585.13,2025-01-08 23:39:19,2025-01-18,2025-01-08 23:39:19,2025-01-08 23:39:19
314,PO-000314,4,5,3,received,BRL,145245.63,145245.63,2020-04-09 10:38:53,2020-04-19,2020-04-09 10:38:53,2020-04-09 10:38:53
315,PO-000315,21,13,3,partially_received,BRL,13546.40,13546.40,2021-09-15 18:12:32,2021-09-28,2021-09-15 18:12:32,2021-09-15 18:12:32
316,PO-000316,15,13,3,received,BRL,64930.46,64930.46,2022-01-06 19:05:09,2022-02-13,2022-01-06 19:05:09,2022-01-06 19:05:09
317,PO-000317,25,5,5,cancelled,BRL,79962.74,79962.74,2026-09-21 13:42:26,2026-10-28,2026-09-21 13:42:26,2026-09-21 13:42:26
318,PO-000318,14,5,6,partially_received,BRL,127200.32,127200.32,2024-08-12 13:05:10,2024-09-21,2024-08-12 13:05:10,2024-08-12 13:05:10
319,PO-000319,4,5,3,received,BRL,100175.43,100175.43,2025-07-13 03:37:58,2025-08-01,2025-07-13 03:37:58,2025-07-13 03:37:58
320,PO-000320,14,5,6,partially_received,BRL,127937.63,127937.63,2025-08-23 20:30:04,2025-08-29,2025-08-23 20:30:04,2025-08-23 20:30:04
321,PO-000321,12,5,1,partially_received,EUR,97582.58,97582.58,2025-09-30 03:50:00,2025-10-23,2025-09-30 03:50:00,2025-09-30 03:50:00
322,PO-000322,9,5,4,received,BRL,93849.09,93849.09,2024-09-06 05:59:15,2024-10-19,2024-09-06 05:59:15,2024-09-06 05:59:15
323,PO-000323,7,13,1,partially_received,BRL,95848.50,95848.50,2023-12-12 19:37:08,2023-12-29,2023-12-12 19:37:08,2023-12-12 19:37:08
324,PO-000324,8,13,2,sent,EUR,136535.65,136535.65,2025-11-24 13:58:04,2026-01-03,2025-11-24 13:58:04,2025-11-24 13:58:04
325,PO-000325,13,13,2,received,BRL,20963.41,20963.41,2022-11-23 15:51:08,2022-12-19,2022-11-23 15:51:08,2022-11-23 15:51:08
326,PO-000326,12,13,6,sent,BRL,143624.50,143624.50,2024-09-12 16:39:45,2024-09-26,2024-09-12 16:39:45,2024-09-12 16:39:45
327,PO-000327,10,5,4,received,BRL,54787.57,54787.57,2021-02-11 02:18:09,2021-04-03,2021-02-11 02:18:09,2021-02-11 02:18:09
328,PO-000328,19,13,6,cancelled,BRL,4988.72,4988.72,2021-12-21 23:02:22,2022-02-07,2021-12-21 23:02:22,2021-12-21 23:02:22
329,PO-000329,22,13,2,received,BRL,92417.70,92417.70,2026-08-15 04:09:39,2026-08-31,2026-08-15 04:09:39,2026-08-15 04:09:39
330,PO-000330,9,5,2,received,BRL,201096.42,201096.42,2024-02-08 19:55:58,2024-04-06,2024-02-08 19:55:58,2024-02-08 19:55:58
331,PO-000331,13,5,4,received,BRL,12379.12,12379.12,2022-06-29 21:35:54,2022-08-16,2022-06-29 21:35:54,2022-06-29 21:35:54
332,PO-000332,6,13,3,received,BRL,9910.08,9910.08,2025-12-16 09:50:43,2025-12-31,2025-12-16 09:50:43,2025-12-16 09:50:43
333,PO-000333,20,13,4,received,BRL,43377.50,43377.50,2025-11-26 04:21:41,2025-12-17,2025-11-26 04:21:41,2025-11-26 04:21:41
334,PO-000334,1,13,5,received,BRL,153257.92,153257.92,2026-07-22 17:42:16,2026-08-06,2026-07-22 17:42:16,2026-07-22 17:42:16
335,PO-000335,11,5,2,received,BRL,54721.76,54721.76,2025-12-04 17:00:55,,2025-12-04 17:00:55,2025-12-04 17:00:55
336,PO-000336,11,13,1,partially_received,BRL,127774.60,127774.60,2022-02-03 20:27:54,,2022-02-03 20:27:54,2022-02-03 20:27:54
337,PO-000337,3,13,2,sent,BRL,75407.75,75407.75,2025-03-26 14:53:15,2025-04-26,2025-03-26 14:53:15,2025-03-26 14:53:15
338,PO-000338,21,5,1,received,BRL,54465.70,54465.70,2021-02-13 21:32:35,2021-02-27,2021-02-13 21:32:35,2021-02-13 21:32:35
339,PO-000339,1,5,1,partially_received,BRL,21377.16,21377.16,2023-08-25 08:53:08,2023-09-08,2023-08-25 08:53:08,2023-08-25 08:53:08
340,PO-000340,20,13,6,received,BRL,256143.87,256143.87,2022-07-03 07:29:56,2022-08-27,2022-07-03 07:29:56,2022-07-03 07:29:56
341,PO-000341,16,5,1,sent,BRL,23894.37,23894.37,2023-11-30 05:38:29,2023-12-22,2023-11-30 05:38:29,2023-11-30 05:38:29
342,PO-000342,22,13,6,received,BRL,137365.29,137365.29,2025-08-16 12:51:37,2025-10-11,2025-08-16 12:51:37,2025-08-16 12:51:37
343,PO-000343,14,13,1,partially_received,BRL,35735.35,35735.35,2023-03-05 14:22:17,2023-04-29,2023-03-05 14:22:17,2023-03-05 14:22:17
344,PO-000344,22,13,4,received,BRL,84158.34,84158.34,2025-11-13 07:56:10,2025-11-24,2025-11-13 07:56:10,2025-11-13 07:56:10
345,PO-000345,3,13,6,received,BRL,29393.13,29393.13,2025-01-15 10:46:22,2025-02-20,2025-01-15 10:46:22,2025-01-15 10:46:22
346,PO-000346,11,5,2,partially_received,BRL,50450.58,50450.58,2024-04-04 14:38:57,2024-05-06,2024-04-04 14:38:57,2024-04-04 14:38:57
347,PO-000347,2,13,6,received,BRL,117813.31,117813.31,2020-01-28 09:45:38,2020-02-14,2020-01-28 09:45:38,2020-01-28 09:45:38
348,PO-000348,3,13,3,received,BRL,169347.47,169347.47,2024-06-03 16:36:04,2024-07-10,2024-06-03 16:36:04,2024-06-03 16:36:04
349,PO-000349,3,5,1,received,BRL,66177.00,66177.00,2025-08-31 00:11:32,2025-09-07,2025-08-31 00:11:32,2025-08-31 00:11:32
350,PO-000350,23,5,3,partially_received,BRL,76986.51,76986.51,2026-06-10 12:53:38,,2026-06-10 12:53:38,2026-06-10 12:53:38
351,PO-000351,16,13,5,received,BRL,77183.80,77183.80,2024-02-12 14:51:47,2024-02-28,2024-02-12 14:51:47,2024-02-12 14:51:47
352,PO-000352,17,5,1,received,BRL,67293.57,67293.57,2026-04-17 23:04:40,2026-05-25,2026-04-17 23:04:40,2026-04-17 23:04:40
353,PO-000353,17,13,6,received,BRL,10746.40,10746.40,2021-12-09 07:54:03,,2021-12-09 07:54:03,2021-12-09 07:54:03
354,PO-000354,24,13,1,sent,BRL,27683.66,27683.66,2024-07-01 13:59:38,2024-07-16,2024-07-01 13:59:38,2024-07-01 13:59:38
355,PO-000355,18,5,5,received,BRL,10394.22,10394.22,2024-10-25 14:16:51,2024-11-15,2024-10-25 14:16:51,2024-10-25 14:16:51
356,PO-000356,25,5,2,partially_received,BRL,22016.64,22016.64,2025-12-23 17:58:23,2025-12-26,2025-12-23 17:58:23,2025-12-23 17:58:23
357,PO-000357,18,13,1,received,BRL,22915.14,22915.14,2024-06-09 05:13:50,2024-06-17,2024-06-09 05:13:50,2024-06-09 05:13:50
358,PO-000358,5,5,1,sent,BRL,68169.60,68169.60,2024-10-12 16:25:50,2024-11-04,2024-10-12 16:25:50,2024-10-12 16:25:50
359,PO-000359,18,5,6,partially_received,BRL,111613.21,111613.21,2025-06-05 18:13:45,2025-07-21,2025-06-05 18:13:45,2025-06-05 18:13:45
360,PO-000360,11,5,4,partially_received,BRL,202967.07,202967.07,2026-04-28 23:05:38,2026-06-17,2026-04-28 23:05:38,2026-04-28 23:05:38
361,PO-000361,9,13,1,received,BRL,42878.37,42878.37,2024-06-10 10:33:38,2024-07-10,2024-06-10 10:33:38,2024-06-10 10:33:38
362,PO-000362,3,5,2,received,BRL,15156.50,15156.50,2020-12-20 01:54:02,2021-02-01,2020-12-20 01:54:02,2020-12-20 01:54:02
363,PO-000363,15,13,4,received,BRL,118491.32,118491.32,2022-03-24 10:40:32,2022-04-09,2022-03-24 10:40:32,2022-03-24 10:40:32
364,PO-000364,11,13,4,sent,BRL,123481.18,123481.18,2022-11-28 02:54:21,2023-01-03,2022-11-28 02:54:21,2022-11-28 02:54:21
